Economy,Year,Access to clean fuels and technologies for cooking  (% of population),People using safely managed drinking water services (% of population),People using safely managed sanitation services (% of population),"Fertility rate, total (births per woman)","Life expectancy at birth, total (years)","Government expenditure on education, total (% of government expenditure)","School enrollment, primary (% gross)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Hospital beds (per 1,000 people)","Mortality rate, under-5 (per 1,000 live births)",Prevalence of overweight (% of adults),Prevalence of undernourishment (% of population),Gini index,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population)
Bosnia and Herzegovina,2020,0.0,64.76021071355274,51.41320560822024,38.953488372093005,43.78560349941756,22.226295031010366,43.45452444684088,11.134612956181314,35.03380230221086,50.91273821464393,69.01879511670955,4.227405247813415,50.825186227450956,28.100309172105824,100.0,17.437443490702194,34.612547271037144,22.58877650079355,79.54545454545456
Bulgaria,2012,99.99999999999997,88.04132174864884,58.14006654466438,37.20930232558139,31.453301789019974,26.314824861076488,43.69331202218413,30.903523172117673,35.81216882879592,62.94215981277165,90.69729423204313,64.1399416909621,29.568167571425533,49.53624184129163,23.949768123027297,29.281767955801115,40.05305402787718,29.849132864312494,65.90909090909092
Bulgaria,2013,99.99999999999999,89.62851474310736,59.30207669110074,41.86046511627907,35.358697439049706,31.805052563670216,39.90953994877623,34.76133350170477,38.14361410560936,60.69876295553327,90.44986010520631,67.20116618075802,32.905661615750375,48.74613534867743,40.391491585602694,25.966850828729264,36.92572197346433,32.143978081663064,65.90909090909092
Bulgaria,2014,100.0,91.18596274141782,60.60080709779869,51.16279069767443,32.53471899591875,34.169897625042,41.01296963161238,35.768405101654224,40.920884341311904,65.77064526914076,88.72190822288485,72.01166180758018,36.44352214010715,47.99038131226382,40.391491585602694,21.546961325966862,43.42431228691878,35.35449976843179,65.90909090909092
Bulgaria,2015,99.99999999999999,90.93134557439078,61.981793792227776,53.488372093023244,33.597552694966,36.534742686413765,40.71833657493886,37.858315443869174,47.206285401059745,73.39685723838181,89.50303715598909,73.76093294460642,39.56312033760585,47.234627275850215,43.315199167309004,14.917127071823188,25.50312613698044,31.549687131338985,65.90909090909092
Bulgaria,2016,99.99999999999999,90.67851310713257,63.388779749264,56.9767441860465,35.00989929168247,38.899587747785546,38.190847118180585,35.370627604495525,48.214873012972774,78.6392510865931,90.74480567140137,74.34402332361518,42.8570860778632,46.51322569563723,40.391491585602694,3.8674033149171123,38.985281731905516,38.267184011746735,64.77272727272728
Bulgaria,2017,99.99999999999996,90.42746533964328,64.82142877154604,61.62790697674418,35.027053298930014,41.27091183672272,37.0284426813534,43.97966915014521,56.80248492600037,83.35673687729857,90.18573737243008,77.1137026239067,45.63155809724044,45.82617657162487,65.5441918815531,4.972375690607748,52.49316930071409,38.0745765185461,67.95454545454547
Bulgaria,2018,99.99999999999999,90.17820227192277,65.94208664254263,63.95348837209302,36.09060174827914,34.3723883113646,35.09792216295324,44.15014522035608,64.12570802119495,86.54296221999331,90.00182212330157,79.00874635568513,47.801618431624036,45.17347990381313,76.1768112954581,0.0,60.37722395837802,43.65571957928989,66.5909090909091
Bulgaria,2019,99.99999999999997,89.93042645400976,67.06958052655229,70.93023255813954,37.154150197628496,33.76171136167031,34.24964855860884,49.744285894683685,65.02466654485657,89.82280173854897,90.95579733220714,81.77842565597668,50.05463082984201,44.58948814840261,79.89468437388015,5.524861878453066,58.68121909943267,45.929726253364116,63.86363636363637
Bulgaria,2020,100.0,89.68473278582712,68.20391042357505,68.6046511627907,24.60242014452251,35.288770288696966,34.49974965818714,46.62836216694029,60.716243376575925,86.83049147442327,92.25222954666594,83.38192419825073,51.60594795328596,43.971143936791464,87.61772127850537,4.41988950276243,77.05426495999794,53.29471536228363,67.72727272727273
Croatia,2012,99.99999999999999,59.617895779482524,73.66498829472852,39.53488372093024,51.85013115668039,16.829904842895473,39.72756070788961,20.103548427831782,54.094646446190396,50.68873286526245,78.42793332050468,54.66472303206997,62.826662281615825,21.504637581587076,100.0,48.61878453038673,67.91671439587876,40.92035809099875,73.63636363636365
