Economy,Year,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Total greenhouse gas emissions per capita excluding LULUCF (t CO2e/capita),Electricity production from coal sources (% of total),"Energy imports, net (% of energy use)",Energy intensity level of primary energy (MJ/$2021 PPP GDP),Energy use (kg of oil equivalent per capita),Fossil fuel energy consumption (% of total),Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Cooling Degree Days,Heating Degree Days,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Standardised Precipitation-Evapotranspiration Index,"Agriculture, forestry, and fishing, value added (% of GDP)",Food production index (2014-2016 = 100),"Adjusted savings, natural resources depletion (% of GNI)","Adjusted savings, net forest depletion (% of GNI)","Annual freshwater withdrawals, total (% of internal resources)",Forest area (% of land area),Terrestrial and marine protected areas (% of total territorial area),Tree Cover Loss
North Macedonia,2018,31.0045,-3.1,5.4215,50.7937,58.4391,3.25,1370.1217,0.0,35.0553,20.9,594.07,4592.14,52.1227,-0.8422,8.4704,101.5,0.1713,0.0,39.8835,39.7102,9.7,1542.9313
North Macedonia,2019,25.8787,-3.5,6.0424,59.7546,58.9557,3.4,1503.5134,0.0,22.8967,17.0,802.96,4694.73,38.7023,-0.7006,8.1323,95.71,0.0003,0.0,29.6144,39.7102,10.6,1790.297
North Macedonia,2020,26.1187,-1.5,5.543,49.2613,63.9338,3.26,1388.5465,0.0,29.0673,20.0,665.3,4884.23,34.8463,-0.7703,8.5691,102.72,0.0002,0.0,26.6639,39.7102,9.0,1856.1374
Norway,2012,7.307,-24.5305,12.2261,0.1131,-598.4242,3.96,5805.4676,58.8096,97.9887,56.9,1.54,10792.76,2.0773,1.3573,1.0773,94.84,7.2128,0.0,0.7151,33.1767,,29947.1259
Norway,2013,7.0275,-21.1518,12.2384,0.1119,-535.3411,4.14,6047.1806,65.6117,97.6982,56.6,5.78,10219.79,2.0941,-0.0512,1.253,95.62,6.2337,0.0,0.7209,33.2091,4.7,33069.4424
Norway,2014,7.0927,-18.9667,12.0599,0.1106,-596.9993,3.75,5525.576,58.7135,97.6733,55.8,35.09,9547.78,2.1131,-0.4854,1.3834,98.85,5.7419,0.0,0.7274,33.2318,4.8,39148.9622
Norway,2015,6.7521,-15.2627,12.1214,0.1045,-719.2085,3.31,4930.4814,67.1991,97.7069,56.5,2.86,9779.87,2.0634,1.7187,1.4818,100.13,3.7779,0.0,0.7103,33.2456,4.8,36638.8462
Norway,2016,6.2306,-13.8216,11.8853,0.098,-647.7633,3.6,5368.5765,0.0,97.818,57.7,4.57,9967.91,2.0136,0.2273,2.0339,101.03,2.8845,0.0,0.6932,33.2711,5.0,60081.686
Norway,2017,6.5216,-16.0802,11.7475,0.1244,-626.8608,3.74,5673.5093,0.0,97.8493,58.9,0.67,10227.92,2.0461,1.8861,1.9188,101.35,4.0173,0.0,0.7044,33.2945,5.1,57916.6396
Norway,2018,6.6961,-13.1117,11.506,0.121,-597.2652,3.65,5539.1901,0.0,97.7968,58.9,50.13,10047.77,2.0444,-0.6748,1.8112,96.64,5.423,0.0,0.7038,33.3173,5.1,59219.4712
Norway,2019,6.3812,-8.8348,11.1352,0.1208,-596.9588,3.43,5220.6887,0.0,97.7822,59.8,21.48,10213.93,2.0429,1.2143,1.7825,101.62,4.5813,0.0,0.7033,33.3399,5.0,64784.1721
Norway,2020,6.0559,-15.9634,10.7505,0.1173,-648.6591,3.44,5145.7222,0.0,98.4305,60.9,15.22,9482.43,2.0413,1.7328,1.8439,101.36,3.181,0.0,0.7027,33.4354,5.7,68362.8482
Poland,2012,24.1305,-45.0057,10.6427,84.1352,31.7024,4.24,2563.6909,91.0808,10.7619,10.9,295.95,6741.85,39.6954,-0.5258,2.9856,96.02,0.4432,0.0,21.3955,30.5839,,54895.9275
Poland,2013,23.1892,-47.1545,10.4929,84.918,26.5012,4.2,2567.1821,91.0927,10.7619,11.4,245.39,6663.05,38.9062,0.2629,3.2265,95.19,0.3407,0.0,20.9701,30.6443,34.2,35014.6838
Poland,2014,23.4338,-39.7322,10.1396,82.7058,29.6786,3.9,2473.7977,90.0737,12.8767,11.6,279.8,5957.07,36.7982,-0.5752,2.9712,101.74,0.2689,0.0,19.834,30.7058,29.3,56279.5252
Poland,2015,22.414,-36.167,10.2122,80.6104,30.1532,3.77,2498.7741,89.9818,14.1941,11.9,369.73,5929.87,36.1648,-1.8883,2.4836,96.53,0.202,0.0,19.4925,30.7652,29.3,42742.6509
Poland,2016,21.2485,-43.6188,10.5201,79.775,31.1609,3.83,2614.9716,0.0,13.9912,11.3,253.03,6240.57,35.6144,-0.3191,2.6238,101.73,0.177,0.0,19.1959,30.8142,38.0,86510.7236
Poland,2017,22.2632,-44.3394,10.8706,78.2788,38.8224,3.81,2734.4273,0.0,14.4485,11.1,204.11,6317.26,34.891,0.8034,2.9854,106.19,0.2406,0.0,18.806,30.8534,38.1,96251.1217
Poland,2018,22.4094,-43.8061,10.8406,78.2215,44.0701,3.77,2865.5268,0.0,12.9783,15.1,418.19,5939.96,33.2226,-2.2642,2.4156,102.62,0.2835,0.0,17.9067,30.8946,38.1,96846.1953
Poland,2019,18.7702,-25.2356,10.3424,73.4511,45.8817,3.48,2761.0725,0.0,15.9761,15.6,399.44,5663.28,31.0972,-1.7845,2.3703,101.5,0.1801,0.0,16.7612,30.9399,38.1,76721.0742
Poland,2020,17.9583,-26.109,10.0124,69.2031,43.0495,3.44,2710.9561,0.0,18.3995,16.1,251.85,5722.89,30.0,-0.9661,2.5684,111.87,0.1118,0.0,16.1698,30.977,38.0,74958.8552
Portugal,2012,10.1152,-2.7836,6.3009,28.0753,85.1213,2.83,2039.17,75.8065,43.7843,25.5,789.35,3032.78,17.7063,-1.0894,1.92,91.81,0.0812,0.0,23.1906,35.7681,,58236.2421
Portugal,2013,9.7683,-1.5971,6.1811,22.9094,78.7824,2.86,2055.5882,73.4307,59.2374,30.2,910.04,3014.17,17.5723,0.3338,2.0419,94.28,0.0568,0.0,23.0151,35.8932,7.4,51884.6705
Portugal,2014,9.5058,-4.1013,6.193,22.6355,77.439,2.8,2035.4114,72.7806,61.369,30.5,650.57,2618.4,17.4383,0.4055,1.9766,93.66,0.0517,0.0,22.8395,36.024,7.4,60259.2077
Portugal,2015,9.6425,-2.9042,6.6481,28.0942,84.2773,2.85,2121.0873,77.4089,48.6663,27.2,842.08,2578.46,17.3042,-1.8741,1.9754,107.54,0.0204,0.0,22.664,36.155,7.5,46096.3745
Portugal,2016,8.8377,-0.7948,6.561,20.9352,80.5911,2.77,2111.0971,0.0,55.5233,29.0,979.32,2807.54,17.1702,0.2074,1.9224,98.8,0.0148,0.0,22.4884,36.155,9.1,94645.801
Portugal,2017,9.2552,13.8547,7.0697,24.6774,87.1736,2.8,2209.9814,0.0,40.901,24.4,999.36,2478.12,12.3799,-2.2061,1.9637,110.26,0.046,0.0,16.2144,36.155,16.5,173894.2617
Portugal,2018,9.026,-4.2036,6.6977,20.1321,85.339,2.63,2140.9756,0.0,51.3733,27.5,844.51,2944.21,12.3157,0.4775,1.9182,102.07,0.0858,0.0,16.1303,36.155,16.9,97437.2361
Portugal,2019,7.9826,-3.5202,6.2764,10.4075,84.3565,2.53,2115.1857,0.0,54.2392,28.2,745.94,2652.85,12.3157,-1.572,1.9999,111.93,0.0935,0.0,16.1303,36.155,16.9,36885.6574
Portugal,2020,8.4524,-3.7906,5.6989,4.4519,71.5092,2.56,1957.3055,0.0,59.6287,31.3,932.06,2509.92,12.3157,-0.8452,2.1409,108.16,0.1774,0.097,16.1303,36.155,17.1,62043.5131
Romania,2012,19.425,-38.5145,5.9523,38.8043,22.4979,3.29,1736.5762,76.6537,25.7383,21.5,880.57,6040.71,6.0687,-1.3593,4.5408,79.61,1.4229,0.0,15.295,28.9948,,30649.2818
Romania,2013,17.8711,-38.6511,5.5656,28.7902,18.2976,3.0,1590.1938,73.7616,34.8111,23.1,562.52,5721.69,6.0088,-0.2336,5.5097,98.45,1.212,0.0,15.1439,29.3291,18.1,12945.9339
Romania,2014,17.9898,-49.3176,5.591,27.1149,16.7185,2.85,1579.4066,73.0867,42.0262,24.3,461.12,5503.51,5.8815,0.8922,4.9483,103.07,0.9373,0.0,14.823,29.6582,22.5,19481.5006
Romania,2015,17.4955,-48.4795,5.6645,27.4828,16.7628,2.78,1598.6918,39.0055,40.0863,23.7,722.2,5524.63,6.0528,-1.0996,4.4259,96.09,0.6032,0.0,15.2548,29.9937,22.6,10906.4571
Romania,2016,16.5983,-50.577,5.6615,24.5473,21.986,2.7,1604.6234,0.0,42.2055,24.4,600.79,5802.88,5.9676,0.3596,4.2922,100.84,0.3622,0.0,15.0401,30.1158,22.6,23045.4089
Romania,2017,17.0446,-48.779,5.8815,26.2178,23.4945,2.62,1693.3736,0.0,38.324,23.4,626.07,5805.1,6.3412,-0.7701,4.4388,115.92,0.4773,0.0,15.9816,30.1158,24.3,19187.2911
Romania,2018,17.172,-46.8386,5.9598,24.2786,24.3584,2.49,1717.1175,0.0,41.044,23.0,595.52,5499.15,6.0069,-0.7586,4.5066,118.69,0.6434,0.0,15.1392,30.1158,24.3,18974.3875
Romania,2019,15.0073,-46.8404,5.8831,23.0267,30.3564,2.37,1705.2578,0.0,42.0319,23.5,638.44,5199.85,6.5471,-1.6032,4.3115,112.46,0.4754,0.0,16.5007,30.1158,24.4,12266.1279
Romania,2020,14.8502,-49.2101,5.6139,16.9503,28.1875,2.39,1669.6382,0.0,44.5646,24.1,596.74,5355.5,6.9244,-0.8845,4.0718,86.87,0.2303,0.0,17.4516,30.1158,24.4,27445.4512
Serbia,2012,30.3846,-4.8304,,71.5617,28.0036,5.69,2023.8314,86.9123,26.9799,19.5,1025.33,5356.57,4.9622,-1.6275,6.0436,82.85,1.2797,0.0,52.373,31.0498,,3478.0647
Serbia,2013,28.4561,-5.7164,,71.9462,24.1747,5.66,2082.0149,88.4117,27.3028,20.0,669.51,4963.0,5.3071,-0.2071,6.2997,99.44,1.0514,0.0,56.0128,31.0647,7.4,2798.2718
Serbia,2014,28.0367,-5.8153,,65.0822,28.157,5.12,1861.5968,83.7594,34.224,23.2,461.47,4621.39,4.4348,1.4421,6.1174,98.02,0.956,0.0,46.8062,31.0796,6.7,4387.9095
Serbia,2015,27.8633,-5.3046,,71.1029,27.8417,5.59,2080.5906,64.5531,28.2772,21.2,874.62,5052.33,5.2846,-1.0867,5.606,94.39,0.5085,0.0,55.7749,31.0946,6.7,2815.5532
Serbia,2016,25.5339,-4.9662,,69.4372,30.0628,5.6,2165.8389,0.0,29.4911,20.9,613.42,5109.21,5.3042,0.7872,5.7066,107.59,0.3883,0.0,55.9819,31.102,6.6,4676.166
Serbia,2017,26.2823,-5.0815,,71.6804,34.1393,5.61,2224.7852,0.0,26.7277,20.0,823.75,5254.14,6.06,-1.39,5.0578,90.75,0.4958,0.0,63.9586,31.1212,6.6,3570.5859
Serbia,2018,27.1283,-4.8414,,67.1049,35.064,5.28,2200.4041,0.0,31.1912,21.0,672.15,4768.49,6.2634,-0.9984,5.2047,107.67,0.5846,0.0,66.1056,31.1228,6.6,3966.3811
Serbia,2019,22.6363,-5.1188,,68.2394,35.9593,5.03,2201.7201,0.0,29.9533,21.4,731.85,4641.91,6.3316,-0.8241,4.7647,107.81,0.4743,0.0,66.8253,31.1253,7.6,3962.2119
Serbia,2020,22.5075,-4.9691,,69.8019,30.0751,5.25,2291.6082,0.0,28.8541,26.0,586.21,4929.64,5.7455,-0.9206,5.0537,110.92,0.2661,0.0,60.6399,32.3778,7.6,4987.0534
Slovak Republic,2012,20.3422,-6.2671,8.3922,13.6268,58.1389,4.72,3220.5055,63.9321,20.2693,10.5,452.66,6548.12,2.8627,-1.4731,1.7946,85.42,0.0309,0.0,5.2802,39.9153,,9169.7347
Slovak Republic,2013,19.5809,-6.9853,8.4682,12.2295,57.6005,4.78,3260.4444,63.7858,23.1375,10.7,351.76,6483.63,2.7427,-0.1601,2.0743,93.53,0.0187,0.0,5.0587,39.9313,35.9,5076.2636
Slovak Republic,2014,19.2661,-4.817,7.9439,12.2477,59.7953,4.38,3013.3029,62.4582,23.6561,12.2,241.15,5632.37,2.4066,0.4077,2.6149,104.72,0.0147,0.0,4.4389,39.9539,36.8,17366.174
Slovak Republic,2015,19.1867,-5.3029,8.0994,12.3852,57.358,4.28,3131.8628,61.468,23.4584,13.4,499.93,6112.53,2.4682,-1.6287,2.046,89.58,0.013,0.0,4.5524,39.9682,36.8,5282.6377
Slovak Republic,2016,17.8788,-5.374,8.2495,12.0751,57.4894,4.22,3159.568,0.0,25.4064,13.1,292.11,6340.75,2.3894,0.3411,2.0626,105.7,0.0121,0.0,4.4071,40.0035,37.3,16941.7193
Slovak Republic,2017,18.1847,-5.2693,8.6529,12.7623,61.8303,4.33,3316.826,0.0,24.6269,12.4,385.85,6536.83,2.3937,-0.7305,1.8481,91.88,0.0132,0.0,4.4151,40.0562,37.3,14212.0331
Slovak Republic,2018,18.6788,-4.2956,8.5683,13.2883,60.7892,4.14,3269.5725,0.0,22.5983,12.4,440.98,5824.26,2.3946,-1.5295,2.0093,97.89,0.012,0.0,4.4167,40.0562,37.6,17697.5833
Slovak Republic,2019,15.8371,-5.065,8.0706,9.5133,69.4729,3.98,3128.3634,0.0,24.1225,17.6,433.5,5825.1,2.4036,-0.9747,1.617,97.92,0.0095,0.0,4.4333,40.0562,37.6,10331.9582
Slovak Republic,2020,15.3916,-7.2438,7.6933,7.6462,55.8609,3.99,3032.6427,0.0,24.7555,17.6,281.77,6023.12,2.3881,-0.092,1.7292,102.6,0.0078,0.0,4.4048,40.0562,37.6,11947.8506
Slovenia,2012,18.343,-7.0284,9.9002,32.6937,51.5119,4.38,3428.8979,64.9898,28.701,20.2,506.33,5640.46,6.2745,-1.0832,1.826,94.57,0.1681,0.146,4.9705,61.9189,,904.1402
Slovenia,2013,18.1632,-5.3301,9.8662,30.2801,47.3068,4.31,3334.759,63.6773,33.5634,22.5,454.27,5729.44,7.8134,0.502,1.8308,91.08,0.1573,0.1461,6.1896,61.9464,55.3,636.3857
Slovenia,2014,17.797,0.4441,9.0585,21.5576,44.8246,4.08,3236.5902,59.6567,39.4852,22.9,231.36,4840.65,6.6281,1.9111,1.8214,97.67,0.2303,0.2234,5.2507,61.9563,54.1,5385.6391
Slovenia,2015,17.7209,0.5409,9.1532,29.0397,49.0811,3.94,3195.4751,60.7202,30.7115,21.4,531.23,5390.71,6.0649,-0.4276,1.9736,101.74,0.241,0.2354,4.8045,61.9582,54.1,1023.41
Slovenia,2016,16.4518,0.6891,9.5843,30.3636,49.1782,3.94,3296.735,0.0,32.3426,21.0,356.98,5492.52,5.9993,0.859,1.8513,100.59,0.2352,0.2286,4.7525,61.8593,54.1,5389.2435
Slovenia,2017,16.5027,0.6858,9.7265,29.548,51.1019,3.86,3390.6628,0.0,28.9136,19.7,511.04,5597.34,6.2975,-0.6712,1.693,97.55,0.2335,0.2251,4.9888,61.77,54.0,4888.3433
Slovenia,2018,18.1802,0.7853,9.6597,28.3107,52.2004,3.66,3341.0997,0.0,33.2074,20.6,441.13,5142.13,6.4976,-0.7147,1.9913,102.6,0.2272,0.2172,5.1473,61.6744,54.0,8215.1941
Slovenia,2019,13.9082,-4.5643,9.2677,27.8402,52.8492,3.48,3267.2967,0.0,32.5658,20.9,504.73,5140.88,6.3827,0.51,1.7704,99.91,0.2056,0.1994,5.0562,61.5731,54.0,3444.4409
Slovenia,2020,14.2912,-4.3724,8.5729,25.381,45.7954,3.44,3068.8194,0.0,34.1666,22.7,335.01,5294.6,6.7816,0.2688,1.8973,104.99,0.1844,0.1796,5.3723,61.4723,40.0,3874.4094
Spain,2012,12.0395,-46.752,7.7799,18.8168,79.8546,3.13,2677.1804,75.1815,30.4411,15.8,1080.64,3815.99,49.5787,-1.527,2.3978,85.87,0.02,0.0,32.7032,37.0798,,80495.7722
Spain,2013,11.2506,-46.2988,7.1689,14.4704,76.657,2.96,2506.2554,72.7454,40.4695,16.9,923.89,3884.83,44.1036,0.194,2.6095,104.22,0.0168,0.0,29.0917,37.0821,11.1,63956.0449
Spain,2014,10.5799,-48.9032,7.162,16.2494,80.0508,2.86,2458.5718,71.7388,40.9223,17.3,872.21,3254.15,44.7975,-0.3693,2.527,94.5,0.0138,0.0,29.5495,37.0844,10.1,74226.4322
Spain,2015,11.2555,-52.2532,7.4136,18.7518,80.0359,2.85,2552.4013,73.5326,35.7116,16.3,1102.6,3389.57,42.9639,-2.0952,2.7233,99.39,0.0084,0.0,28.3399,37.1275,14.1,65413.6941
Spain,2016,10.3388,-52.5017,7.2357,13.6306,78.8825,2.78,2563.007,0.0,39.3498,16.7,1090.75,3547.61,42.5644,-0.6359,2.8152,106.12,0.0071,0.0,28.0764,37.1429,15.0,107562.1844
Spain,2017,10.4367,-53.2969,7.5222,16.8098,80.8546,2.84,2690.4973,0.0,32.8921,15.2,1191.92,3337.31,41.0279,-2.5057,2.8034,101.65,0.0137,0.0,27.0629,37.1522,14.9,98458.6889
Spain,2018,10.1846,-53.7479,7.3244,14.1067,81.0075,2.77,2666.2608,0.0,38.7587,16.9,977.65,3682.01,40.0941,0.9037,2.7013,117.73,0.0172,0.0,26.4469,37.1566,15.0,119648.8391
Spain,2019,9.3535,-52.3962,6.8812,5.1168,82.9141,2.64,2573.9044,0.0,37.7725,16.7,1027.39,3473.53,39.8289,-1.6438,2.5198,106.52,0.0098,0.0,26.272,37.1677,17.9,71021.8648
Spain,2020,9.5811,-51.4742,5.9906,2.3347,73.4774,2.67,2303.5131,0.0,44.5277,19.3,1018.6,3407.66,43.254,-0.7235,2.7847,117.43,0.0085,0.0,26.0971,37.1773,17.9,101988.1764
Sweden,2012,6.6091,-60.5978,6.4866,0.8357,31.4711,4.52,5295.9281,30.8444,59.0985,48.3,5.73,10034.2,3.699,1.8743,1.2525,93.07,0.1439,0.0,1.4991,68.8266,,234882.5392
Sweden,2013,6.5622,-60.4897,6.2197,0.9434,34.0046,4.41,5178.9349,29.8282,54.074,47.3,15.82,9463.5,3.6084,-0.6138,1.2306,93.19,0.0949,0.0,1.4623,68.7809,12.6,197658.2741
Sweden,2014,6.7723,-59.299,6.019,0.7146,34.1036,4.19,4997.8799,29.5874,55.8687,48.6,90.25,8902.96,3.5177,-0.5498,1.2516,99.58,0.0734,0.0,1.4256,68.7353,13.0,242522.7857
Sweden,2015,6.3026,-56.8208,5.9588,0.7779,32.8832,3.7,4573.5891,28.0233,63.3043,51.9,13.2,8993.95,3.4271,1.3113,1.3031,102.36,0.0702,0.0,1.3889,68.6945,13.1,216031.2038
Sweden,2016,5.6978,-53.9541,5.8467,0.6737,35.3637,3.9,4858.8994,0.0,57.2051,50.9,19.71,9369.18,3.4583,0.266,1.2812,98.06,0.0813,0.0,1.4015,68.6945,12.9,310348.1356
Sweden,2017,6.0618,-47.9036,5.7007,0.7482,28.6965,3.91,4926.8112,0.0,57.8893,51.8,2.73,9525.37,3.4895,1.0976,1.321,100.86,0.1357,0.0,1.4142,68.6945,15.0,331217.2905
Sweden,2018,6.2909,-41.4166,5.3902,0.8605,30.7466,3.91,4966.2611,0.0,55.8097,51.6,138.6,9351.74,3.5206,-1.5657,1.2501,84.05,0.1655,0.0,1.4268,68.6945,15.0,290151.3477
Sweden,2019,6.0687,-41.3656,5.3431,0.7023,32.0197,3.73,4781.8757,0.0,58.7483,52.9,51.15,9415.19,3.5518,0.7128,1.2572,100.64,0.1191,0.0,1.4394,68.6997,14.6,332890.8043
Sweden,2020,5.6367,-40.9622,5.1872,0.4022,34.4418,3.44,4284.9981,0.0,68.4807,57.8,50.81,8523.84,3.583,0.3577,1.1962,101.05,0.1173,0.0,1.452,68.6997,14.7,339968.3399
Switzerland,2012,12.6827,-0.4821,6.5636,0.0,57.4194,2.01,3175.9709,51.3473,60.4691,21.9,78.57,8487.93,7.6278,0.3901,0.6346,100.47,0.0007,0.0003,4.9505,31.4232,,1517.1659
Switzerland,2013,12.4433,-0.288,6.6441,0.0,57.3949,2.05,3274.4995,52.5768,60.0795,21.8,102.39,8781.22,6.5599,0.4002,0.6625,97.38,0.0014,0.0011,4.2574,31.5107,24.8,793.3604
Switzerland,2014,10.6156,-4.0529,6.1171,0.0,53.8502,1.88,3031.1745,49.2044,59.0078,22.2,42.89,7955.81,6.4989,-0.1713,0.7089,102.58,0.0026,0.0024,4.2178,31.5982,9.7,1502.5471
Switzerland,2015,11.7226,1.1181,5.9703,0.0,56.4346,1.81,2927.9602,50.7185,63.1394,23.9,177.92,7959.72,6.5062,-1.6811,0.6264,99.43,0.0019,0.0018,4.2226,31.6857,9.7,772.4588
Switzerland,2016,10.6566,-3.2687,5.9653,0.0,60.1478,1.72,2819.831,0.0,63.1348,24.1,90.49,8251.01,6.4989,0.1974,0.658,97.98,0.0017,0.0016,4.2178,31.7733,9.7,1679.0417
Switzerland,2017,9.9148,-1.8808,5.8026,0.0,60.583,1.71,2809.4795,0.0,64.5196,25.0,137.11,8273.48,6.4989,-0.5915,0.6313,97.74,0.0016,0.0015,4.2178,31.8603,9.7,2542.4132
Switzerland,2018,10.1482,1.0635,5.6085,0.0,54.0396,1.67,2806.4992,0.0,60.3316,24.2,140.63,7673.01,6.4989,-1.6596,0.6438,101.65,0.0033,0.0031,4.2178,31.9474,9.7,3134.4396
Switzerland,2019,9.45,-3.2005,5.5456,0.0,55.4032,1.69,2857.1582,0.0,61.4615,24.8,148.0,8042.24,6.4989,-0.6647,0.6477,97.32,0.0015,0.0012,4.2178,32.0345,10.0,3518.0207
Switzerland,2020,9.061,-1.2783,5.2294,0.0,50.5327,1.65,2690.3902,0.0,63.8618,26.4,96.64,7807.27,6.4989,-1.3075,0.7055,99.14,0.0015,0.0013,4.2178,32.1215,12.0,3927.9946
Ukraine,2012,18.6767,-10.9207,9.3411,40.4358,31.4274,8.99,2650.9986,79.2635,5.9077,2.9,815.63,6627.03,16.6811,-0.548,7.7613,88.08,1.2527,0.0,23.3657,16.5567,,55521.1607
Ukraine,2013,18.8834,1.3638,9.1737,41.6783,27.033,8.52,2517.9113,78.2299,8.1217,3.5,576.45,6168.17,15.4013,0.0143,8.6923,101.11,1.2354,0.0,21.573,16.5943,3.9,37711.923
Ukraine,2014,18.4263,2.5155,8.0931,38.5569,25.9621,8.3,2298.6078,75.3571,6.4165,3.5,593.46,6308.14,14.1215,-0.9331,10.1546,101.11,1.1153,0.0,19.7804,16.6328,3.9,47187.2105
Ukraine,2015,17.792,3.9244,6.9206,34.2506,32.3138,8.08,2027.6417,65.6881,5.7389,4.2,666.85,5942.97,11.8023,-1.6723,12.0594,96.82,0.6287,0.0,16.5318,16.6704,3.9,48913.8074
Ukraine,2016,16.2427,5.8995,7.0781,37.195,30.2136,7.79,2007.9779,0.0,7.0375,5.5,663.42,6371.45,12.0821,0.553,11.7257,102.07,0.5802,0.0,16.9238,16.6825,3.9,106760.5629
Ukraine,2017,15.6585,-2.6947,6.5548,31.575,37.0788,7.42,1967.8354,0.0,8.8082,6.5,647.82,6153.62,13.8702,-0.8867,10.1777,100.01,0.654,0.0,19.4283,16.6943,3.9,85860.909
Ukraine,2018,17.1041,6.9344,6.8834,30.6639,34.5707,7.5,2068.7561,0.0,9.5966,6.9,742.2,6265.41,13.8702,-1.0396,10.1395,107.23,0.9146,0.0,19.4283,16.7035,3.9,74423.7679
Ukraine,2019,15.5795,4.8782,6.7094,29.4536,36.7817,6.95,1987.6247,0.0,9.2002,7.4,665.63,5676.08,13.7289,-1.8817,8.9652,109.33,0.5338,0.0,19.2305,16.7138,3.9,45143.7758
Ukraine,2020,14.9001,-16.1343,6.5516,26.9879,34.0531,6.98,1932.9218,0.0,12.7833,8.7,655.12,5625.81,12.2558,-1.7764,9.3102,99.24,0.2884,0.0,17.167,16.7242,4.2,79461.1776
United Kingdom,2012,11.4845,-6.5439,9.4083,39.5783,46.0056,2.98,3028.7722,85.5213,12.1419,4.2,14.14,6156.21,13.6692,1.8232,0.6248,90.81,0.7504,0.0,5.529,12.8029,,35664.4756
United Kingdom,2013,11.3936,-6.6544,9.133,36.7619,50.6083,2.88,2962.2976,84.2622,15.669,5.2,36.81,6132.65,13.0452,-0.4544,0.6409,92.79,0.6168,0.0,5.2766,12.8822,11.3,28589.5597
United Kingdom,2014,10.8076,-6.9321,8.4294,30.0992,49.7432,2.63,2767.9619,82.9732,19.9593,6.6,21.73,5373.73,12.4211,1.5361,0.7379,100.68,0.4915,0.0,5.0241,12.9616,19.7,30369.5673
United Kingdom,2015,10.4603,-7.0731,8.1105,22.7678,40.2776,2.59,2774.7968,80.0888,25.471,7.7,15.87,5809.82,13.913,0.8806,0.6336,101.35,0.303,0.0,5.6276,13.041,16.6,23996.8937
United Kingdom,2016,10.036,-6.7392,7.6589,9.3211,37.9543,2.5,2696.98,0.0,25.4853,7.7,32.67,5781.24,14.3546,0.0472,0.5905,97.98,0.2476,0.0,5.8062,13.0575,23.3,28805.5286
United Kingdom,2017,10.3814,-7.006,7.4408,6.9004,38.0305,2.41,2658.9958,0.0,30.1545,8.8,27.73,5568.89,14.3546,0.0508,0.6061,102.21,0.3545,0.0,5.8062,13.0782,28.9,23044.909
United Kingdom,2018,10.2398,-6.4098,7.2737,5.337,38.1672,2.34,2632.1507,0.0,33.7661,10.2,63.44,5677.62,14.3546,-0.8033,0.5631,99.59,0.5615,0.0,5.8062,13.1154,28.8,26250.3207
United Kingdom,2019,9.9457,-6.566,6.9744,2.4562,36.5356,2.22,2515.9734,0.0,37.5205,11.4,38.79,5682.61,14.3546,0.7746,0.5769,104.43,,,5.8062,13.1526,29.0,28392.8829
United Kingdom,2020,9.9129,-6.6787,6.3158,2.1665,28.4994,2.28,2317.4085,0.0,43.8837,13.6,44.68,5569.09,14.3546,1.1444,0.6838,98.14,,,5.8062,13.1856,40.3,22836.2702
